"","Resp_id1","ISCO_NU","Functions","strata","bra10grp","bra10grp_code","aldergrp","udgrp","loengrp","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","J3"
"543","LS465784","Numerical and material recording clerks","4",8,"Handel og transport",4,3,1,2,1292.66086676132,1,NA,40,NA,1,1,1,1,3,1,1,1,3,4,2,3,2,1,1,4,4,5,5,1,1,1,1,1,2,5,3,3,4,2,NA,NA,5,2,NA,NA,5,2,NA,NA,1,1,2,1,5,2,NA,NA,5,2,NA,NA,5,2,NA,NA,5,2,NA,NA,5,2,NA,NA,NA,NA,NA,NA,40,2,1
"544","LS465868","None","None",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,3,1364.21823472586,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,66,3,13
"545","LS466148","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,2,3,4,1104.90457294443,1,NA,48,NA,1,1,1,1,3,2,2,3,2,2,3,3,2,2,2,3,3,5,4,3,3,3,3,3,2,3,1,3,1,3,1,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,8
"546","LS466257","Health professionals","2",8,"Offentlig administration, undervisning og sundhed",9,2,3,3,998.531980583745,1,NA,54,NA,1,1,1,1,1,1,3,4,3,3,3,3,4,1,2,4,3,5,5,3,3,3,3,3,2,4,2,2,4,2,NA,NA,4,3,NA,NA,4,3,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,54,3,8
"547","LS466277","Teaching professionals","2",4,"Offentlig administration, undervisning og sundhed",9,2,3,3,798.926959286626,1,NA,66,NA,1,1,1,1,2,2,2,3,3,2,4,2,2,4,3,4,4,4,4,1,1,1,1,1,2,1,2,2,1,3,1,1,5,3,NA,NA,4,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,13,3,8
"548","LS466588","Information and communications technology","2",8,"Information og kommunikation",5,2,2,4,1249.06286002464,1,NA,48,NA,1,1,1,1,3,2,2,3,2,2,4,2,3,3,2,3,4,5,4,3,3,3,3,3,2,4,3,3,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,2,1
"549","LS467436","Business and administration associate professionals","3",10,"Handel og transport",4,1,2,2,1798.67453458009,1,NA,25,NA,1,1,1,1,2,2,3,3,3,4,2,2,3,3,1,1,2,5,4,1,1,1,1,1,1,5,2,2,1,1,2,1,1,1,2,1,5,3,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,45,3,5
"550","LS467839","Sales workers","5",10,"Handel og transport",4,2,1,1,2105.10357991888,1,NA,25,NA,1,1,1,1,1,2,3,3,3,3,3,3,1,1,2,5,2,5,3,3,3,3,3,3,1,5,4,2,4,3,NA,NA,1,3,3,1,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,2,NA,NA,NA,NA,14,3,2
"551","LS470549","Health professionals","2",8,"Handel og transport",4,3,3,4,566.912266595683,1,NA,40,NA,1,1,1,1,4,2,2,5,1,2,5,3,1,1,1,4,5,5,5,3,3,3,3,3,1,4,2,3,3,3,1,2,4,3,NA,NA,4,3,NA,NA,3,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,1,4
"552","LS471060","Teaching professionals","2",6,"Offentlig administration, undervisning og sundhed",9,3,3,2,736.115408684443,1,NA,91,NA,1,1,1,1,2,3,2,4,2,3,3,2,2,4,3,2,3,5,5,1,3,3,3,3,2,5,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,1
"553","LS471514","None","None",7,"Handel og transport",4,1,1,1,5237.88752881547,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,71,3,13
"554","LS471552","Market-oriented skilled agricultural workers","6",1,"Landbrug, skovbrug og fiskeri",1,1,2,3,3311.10867505857,1,NA,44,NA,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,3,1,1,2,2,1,2,5,1,2,2,1,2,2,3,3,2,3,4,3,NA,NA,2,3,2,2,5,3,NA,NA,3,2,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,44,2,2
"555","LS471855","Numerical and material recording clerks","4",8,"Erhvervsservice",8,2,1,1,1617.90798838869,1,NA,48,NA,2,NA,NA,NA,2,2,3,3,3,2,2,2,3,3,2,3,5,5,3,NA,NA,NA,NA,NA,2,2,2,2,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,1,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,8,3,13
"556","LS474662","Teaching professionals","2",6,"Offentlig administration, undervisning og sundhed",9,1,3,1,1621.65078774672,1,NA,82,NA,1,2,2,2,2,3,1,3,3,3,3,2,2,2,2,3,4,5,4,1,3,3,1,1,1,5,4,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,1
"557","LS474978","Science and engineering associate professionals","3",6,"Handel og transport",4,1,2,4,1374.25237403477,1,NA,84,NA,1,1,1,1,1,1,1,2,3,2,2,3,1,1,3,5,1,5,3,3,3,3,3,3,1,4,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,84,3,13
"558","LS475013","Building and related trades workers, excluding electricians","7",7,"Bygge og anlæg",3,3,2,3,2158.67008775098,1,NA,48,NA,1,1,1,1,1,1,1,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,NA,NA,NA,NA,998,8,98
"559","LS478351","Teaching professionals","2",10,"Offentlig administration, undervisning og sundhed",9,2,2,2,410.776852551772,1,NA,69,NA,1,1,1,1,1,1,1,2,2,2,2,3,2,5,4,2,2,3,5,3,3,3,3,3,4,1,5,5,1,3,3,2,5,3,NA,NA,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,69,2,6
"560","LS478945","General and keyboard clerks","4",7,"Offentlig administration, undervisning og sundhed",9,2,3,3,1393.6626021956,1,NA,17,NA,1,1,1,1,5,5,5,5,5,5,5,3,4,4,3,4,5,5,4,3,3,3,3,3,2,4,2,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,72,3,8
"561","LS478968","Cleaners and helpers","9",8,"Erhvervsservice",8,2,2,3,1142.69026766395,1,NA,4,NA,1,2,2,1,1,2,1,1,1,3,5,5,1,1,1,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,8,8,NA,NA,NA,NA,NA,NA,998,8,98
"562","LS480224","Teaching professionals","2",2,"Offentlig administration, undervisning og sundhed",9,2,3,2,1143.48474119815,1,NA,44,NA,1,1,1,1,1,1,3,4,1,2,1,1,1,1,1,4,4,5,2,3,3,3,3,3,1,5,2,2,3,2,1,1,5,3,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,1,1,1,3,1,1,NA,NA,NA,NA,44,3,3
"563","LS481600","Business and administration associate professionals","3",8,"Offentlig administration, undervisning og sundhed",9,2,3,4,998.531980583745,1,NA,48,NA,1,1,1,1,2,2,1,2,2,2,2,4,2,2,4,2,2,1,4,3,3,1,3,1,2,5,2,2,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,4
"564","LS483460","Business and administration associate professionals","3",3,"Handel og transport",4,2,2,4,2651.09182879068,1,NA,98,NA,1,2,2,1,2,1,2,2,4,3,2,4,3,3,5,2,2,3,3,2,3,3,2,3,3,3,4,3,4,2,NA,NA,1,3,2,2,5,2,NA,NA,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,2
"565","LS483465","None","None",7,"Bygge og anlæg",3,1,1,1,5393.19239956037,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,55,3,13
"566","LS484657","Stationary plant and machine operators","8",6,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,1,1558.71222104485,1,NA,84,NA,2,NA,NA,NA,1,1,2,1,3,3,1,1,3,4,1,1,1,1,4,NA,NA,NA,NA,NA,2,1,1,4,2,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,1,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,84,3,5
"567","LS485249","Teaching professionals","2",3,"Offentlig administration, undervisning og sundhed",9,1,1,1,5380.63185989961,1,NA,83,NA,1,2,2,2,2,2,3,4,3,2,3,3,2,2,3,2,3,4,4,1,1,2,2,1,1,4,2,2,2,2,3,1,5,3,NA,NA,5,3,NA,NA,2,2,2,1,5,3,NA,NA,5,3,NA,NA,2,3,2,2,4,3,NA,NA,1,3,2,2,NA,NA,NA,NA,98,2,10
"568","LS485523","Science and engineering associate professionals","3",8,"Offentlig administration, undervisning og sundhed",9,2,3,4,1104.90457294443,1,NA,48,NA,1,1,1,1,2,2,2,3,2,3,2,2,3,2,1,4,4,3,4,3,3,3,3,3,2,5,1,1,2,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,1,3,2,1,5,1,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,32,3,4
"569","LS485689","None","None",8,"Handel og transport",4,2,3,3,998.531980583745,1,NA,48,NA,1,2,2,1,2,1,2,3,2,2,3,2,3,4,3,2,3,5,5,3,3,3,3,3,3,3,2,1,4,3,NA,NA,5,3,NA,NA,5,2,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,3,2,NA,NA,NA,NA,48,3,13
"570","LS486657","Sales workers","5",2,"Handel og transport",4,1,1,2,3453.50258254721,1,NA,97,NA,1,2,2,2,2,3,2,3,2,2,1,1,3,1,1,5,1,5,4,1,2,1,1,1,1,5,4,2,3,1,2,1,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,97,3,1
"571","LS487211","Personal care workers","5",6,"Offentlig administration, undervisning og sundhed",9,2,2,1,1253.00410514606,1,NA,82,NA,1,1,1,1,2,2,2,2,4,3,2,3,3,2,3,4,5,5,5,3,3,3,3,3,1,5,3,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,50,3,13
"572","LS490449","Teaching professionals","2",3,"Offentlig administration, undervisning og sundhed",9,1,2,1,3628.58940298705,1,NA,75,NA,2,NA,NA,NA,3,2,2,3,3,2,5,2,4,1,2,3,5,5,4,NA,NA,NA,NA,NA,1,2,3,2,1,NA,1,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,4
"573","LS490521","Labourers in mining, construction, manufacturing and transport","9",7,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,2,2,2025.39318849056,1,NA,43,NA,1,1,1,1,2,2,3,2,4,4,2,3,4,4,4,2,2,2,2,3,3,3,3,3,3,2,4,5,4,3,NA,NA,1,3,2,1,5,3,NA,NA,1,3,2,2,5,3,NA,NA,5,3,NA,NA,5,1,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,1
"574","LS490935","None","None",1,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,2,4,2286.59354066476,1,NA,35,NA,1,1,1,1,5,1,1,3,3,3,3,1,1,1,1,3,3,5,5,3,3,3,3,3,2,4,2,2,2,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,35,2,13
"575","LS491209","Legal, social and cultural professionals","2",3,"Kultur, fritid og anden service",10,1,3,3,3732.77203138508,1,NA,38,NA,1,1,1,1,4,2,2,3,2,2,3,1,2,3,3,3,3,4,3,3,3,3,1,1,1,5,4,2,3,1,3,2,5,3,NA,NA,4,3,NA,NA,1,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,7
"576","LS491380","Legal, social, cultural and related associate","3",10,"Erhvervsservice",8,2,2,2,900.490143102891,1,NA,69,NA,1,1,1,1,1,2,1,1,1,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,4,1,4,4,1,1,3,1,5,1,NA,NA,5,1,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,14,2,4
"577","LS492140","Health associate professionals","3",6,"Offentlig administration, undervisning og sundhed",9,1,3,2,1621.65078774672,1,NA,91,NA,2,NA,NA,NA,2,3,4,2,3,2,2,3,4,2,1,1,2,3,4,NA,NA,NA,NA,NA,2,1,3,3,2,NA,2,2,5,NA,NA,NA,5,NA,NA,NA,2,NA,2,2,1,NA,2,2,2,NA,2,2,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,30,3,13
"578","LS492289","General and keyboard clerks","4",3,"Offentlig administration, undervisning og sundhed",9,2,3,1,2008.94573418198,1,NA,98,NA,1,1,1,1,5,5,2,3,3,3,3,1,1,1,1,3,5,5,5,3,3,3,3,3,1,5,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,9,9,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,13,3,7
"579","LS492672","Science and engineering professionals","2",8,"Erhvervsservice",8,1,3,2,1980.26940320263,1,NA,22,NA,1,1,1,1,3,2,2,3,2,4,3,2,3,2,2,4,3,5,4,1,1,3,3,2,2,4,4,4,4,3,NA,NA,5,3,NA,NA,4,1,NA,NA,2,1,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,15,3,13
"580","LS492679","None","None",2,"Erhvervsservice",8,2,3,4,976.585400976584,1,NA,11,NA,1,1,1,1,1,2,1,3,1,3,2,4,3,2,2,3,2,3,4,1,1,1,1,1,2,5,2,3,2,1,2,1,5,3,NA,NA,5,3,NA,NA,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,1,2,1,3,3,2,1,NA,NA,NA,NA,97,3,11
"581","LS493464","General and keyboard clerks","4",10,"Offentlig administration, undervisning og sundhed",9,1,2,1,1798.67453458009,1,NA,79,NA,1,1,1,1,1,1,2,2,4,3,1,4,3,1,1,4,4,3,4,3,3,3,3,3,1,5,4,4,2,2,3,1,1,3,1,1,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,1,NA,NA,NA,NA,45,3,13
"582","LS493541","Business and administration associate professionals","3",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,3,4,1822.2474056761,1,NA,41,NA,1,1,1,2,2,2,1,4,1,1,4,1,1,2,1,2,4,5,5,1,1,2,1,1,1,5,1,1,1,3,3,1,5,3,NA,NA,4,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,88,3,7
"583","LS494334","Labourers in mining, construction, manufacturing and transport","9",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,1,2,1967.02848542824,1,NA,21,NA,1,1,1,1,1,2,4,1,5,4,2,5,3,2,5,4,1,5,5,3,3,3,3,3,2,3,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,61,3,2
"584","LS494404","Food preparation assistants","9",5,"Offentlig administration, undervisning og sundhed",9,2,2,1,1579.62321567248,1,NA,82,NA,1,2,2,2,2,2,3,2,4,3,2,3,3,3,2,3,4,5,4,1,3,3,1,1,2,3,4,5,4,3,NA,NA,5,9,NA,NA,5,3,NA,NA,1,1,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,13
"585","LS495623","Administrative and commercial managers","1",8,"Finansiering og forsikring",6,2,3,4,1104.90457294443,1,NA,48,NA,1,1,1,1,2,2,1,4,2,2,4,4,1,3,4,2,2,5,3,3,3,3,3,3,1,4,2,2,2,3,3,1,5,3,NA,NA,4,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,13
"586","LS495718","General and keyboard clerks","4",8,"Offentlig administration, undervisning og sundhed",9,1,2,1,2018.05509792215,1,NA,48,NA,2,NA,NA,NA,4,2,2,3,2,3,3,2,3,1,2,4,4,5,4,NA,NA,NA,NA,NA,1,5,4,3,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,2,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,2,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,5
"587","LS495872","Science and engineering associate professionals","3",2,"Bygge og anlæg",3,3,2,3,827.793366162936,1,NA,92,NA,1,1,1,1,1,1,2,4,2,2,2,2,2,1,2,2,2,5,5,3,3,3,3,3,2,2,2,2,3,3,3,1,3,3,3,1,1,3,3,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,92,3,3
"588","LS496242","None","None",1,"Offentlig administration, undervisning og sundhed",9,1,1,1,2914.58124037239,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,85,3,15
"589","LS496305","Business and administration professionals","2",2,"Erhvervsservice",8,3,3,2,785.973921251978,1,NA,85,NA,1,1,1,1,3,1,1,4,3,3,3,4,2,1,3,3,3,5,5,3,3,3,3,3,1,5,3,3,3,3,3,1,3,3,3,1,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,85,1,13
"590","LS496372","Metal, machinery and related trades workers","7",6,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,2,1558.71222104485,1,NA,5,NA,1,1,1,1,1,2,2,5,2,2,4,2,2,2,2,4,2,2,2,3,3,3,3,3,2,4,2,2,1,3,3,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,2,3,2,2,2,3,2,2,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,5,3,5
"591","LS497250","Food preparation assistants","9",8,"Offentlig administration, undervisning og sundhed",9,2,1,1,1617.90798838869,1,NA,23,NA,1,2,2,2,1,1,3,3,3,1,3,1,2,2,2,3,1,3,3,1,1,2,1,1,1,5,5,1,5,3,NA,NA,1,1,3,1,5,3,NA,NA,1,2,3,2,5,3,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,23,3,13
"592","LS498171","Personal service workers","5",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,2,1,1052.998602943,1,NA,33,NA,1,1,1,1,5,1,2,5,5,5,3,1,1,1,5,5,5,5,5,3,3,3,3,3,1,5,1,5,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,33,3,13
"593","LS498406","Drivers and mobile plant operators","8",10,"Bygge og anlæg",3,2,2,4,838.465481821518,1,NA,77,NA,1,1,1,1,1,1,1,2,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,5,1,4,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,3,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,77,3,13
"594","LS498747","Personal care workers","5",6,"Offentlig administration, undervisning og sundhed",9,2,2,2,1253.00410514606,1,NA,64,NA,1,1,1,1,1,3,2,4,3,5,3,2,3,3,5,4,5,5,4,3,3,3,3,3,2,4,5,5,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,13
"595","LS498811","Teaching professionals","2",10,"Offentlig administration, undervisning og sundhed",9,1,2,1,1308.96124402897,1,NA,48,NA,2,NA,NA,NA,4,1,2,2,3,2,2,2,2,2,2,4,5,5,5,NA,NA,NA,NA,NA,1,2,2,4,1,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,45,3,6
"596","LS498850","Science and engineering associate professionals","3",6,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,2,1510.51962464169,1,NA,47,NA,1,2,2,2,1,1,3,4,1,3,3,2,3,4,2,3,2,1,3,3,1,3,3,3,2,5,2,2,1,1,1,1,5,3,NA,NA,5,3,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,1
"597","LS499011","Personal service workers","5",8,"Kultur, fritid og anden service",10,2,2,3,1142.69026766395,1,NA,48,NA,1,1,1,1,1,1,2,2,2,3,2,3,2,3,1,2,1,3,4,1,3,3,2,2,1,5,3,3,1,1,3,2,3,1,3,2,3,1,3,2,2,1,3,2,5,3,NA,NA,5,3,NA,NA,3,3,3,2,2,3,3,2,5,3,NA,NA,NA,NA,NA,NA,62,2,3
"598","LS499244","Personal care workers","5",6,"Offentlig administration, undervisning og sundhed",9,2,2,2,1253.00410514606,1,NA,11,NA,1,1,1,1,1,2,2,3,3,2,3,3,4,3,2,4,1,1,3,1,2,1,1,1,1,3,3,2,4,1,NA,NA,2,1,2,2,1,2,2,2,4,2,NA,NA,4,2,NA,NA,4,2,NA,NA,5,2,NA,NA,5,2,NA,NA,2,1,2,2,NA,NA,NA,NA,11,3,13
"599","LS500969","General and keyboard clerks","4",8,"Offentlig administration, undervisning og sundhed",9,1,2,2,2018.05509792215,1,NA,48,NA,1,1,1,1,9,9,1,2,2,2,2,2,2,2,2,2,2,1,4,3,3,3,3,3,1,4,2,3,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,54,3,13
"600","LS501290","None","None",6,"Information og kommunikation",5,1,1,1,1928.48730441506,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,999,3,13
"601","LS502347","Business and administration professionals","2",5,"Finansiering og forsikring",6,3,2,4,1123.38327704326,1,NA,64,NA,1,2,2,1,2,4,2,4,3,3,3,3,4,3,2,3,4,5,4,3,3,3,3,3,2,5,2,3,4,3,NA,NA,2,3,2,1,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,3
